"seqnames","start","end","width","strand","SYMBOL"
"chr3",160801671,160823160,21490,"-","B3GALNT1"
"chr1",193147860,193155743,7884,"-","B3GALT2"
"chr2",168675182,168727366,52185,"+","B3GALT1"
"chr11",75273101,75283849,10749,"+","SERPINH1"
"chr18",61420281,61472610,52330,"+","SERPINB7"
"chr17",7284293,7293092,8800,"+","TNK1"
"chrX",49452054,49460596,8543,"-","PAGE1"
"chr17",48712218,48769063,56846,"+","ABCC3"
"chr18",31431064,31803515,372452,"-","NOL4"
"chr16",67188089,67193812,5724,"-","TRADD"
"chr2",55861198,55921045,59848,"-","PNPT1"
"chr1",6521214,6526255,5042,"-","TNFRSF25"
"chr16",84087369,84150517,63149,"-","MBTPS1"
"chr9",139756571,139760738,4168,"-","EDF1"
"chr11",66330935,66336047,5113,"-","CTSF"
"chr3",125165488,125239058,73571,"-","SNX4"
"chr6",108532717,108582464,49748,"-","SNX3"
"chr19",30414551,30507519,92969,"+","URI1"
"chr11",85955806,85989785,33980,"+","EED"
"chr9",111704851,111775764,70914,"-","CTNNAL1"
"chr5",156822542,157002831,180290,"-","ADAM19"
"chr10",104005255,104142656,137402,"+","GBF1"
"chr21",37442285,37445464,3180,"+","CBR1"
"chr18",13726704,13764554,37851,"+","RNMT"
"chr6",89319989,89673348,353360,"-","RNGTT"
"chr8",145137524,145141119,3596,"+","GPAA1"
"chr17",10204183,10276322,72140,"-","MYH13"
"chr18",3066805,3220106,153302,"-","MYOM1"
"chr6",3064122,3115421,51300,"+","RIPK1"
"chr12",94071151,94288616,217466,"+","CRADD"
"chr12",117298225,117319232,21008,"-","HRK"
"chr21",37507263,37518860,11598,"+","CBR3"
"chr19",6663148,6670599,7452,"-","TNFSF14"
"chr17",7461609,7464925,3317,"+","TNFSF13"
"chr17",7452375,7461207,8833,"+","TNFSF12"
"chr3",172223298,172241297,18000,"-","TNFSF10"
"chr19",6531010,6535939,4930,"+","TNFSF9"
"chr2",207308368,207485854,177487,"+","ADAM23"
"chr14",70918874,70926622,7749,"+","ADAM21"
"chr14",70989078,71001732,12655,"-","ADAM20"
"chr8",39442087,39587583,145497,"+","ADAM18"
"chr21",44473301,44496472,23172,"-","CBS"
"chr1",155023422,155035252,11831,"+","ADAM15"
"chr8",38854505,38962779,108275,"+","ADAM9"
"chr14",106435819,106438358,2540,"-","ADAM6"
"chr8",24298509,24384483,85975,"+","ADAM7"
"chr12",112336867,112339706,2840,"+","ADAM1A"
"chr20",5107407,5178533,71127,"+","CDS2"
"chr1",40026485,40042521,16037,"-","PABPC4"
"chr6",109687717,109703762,16046,"-","CD164"
"chr1",2487805,2495267,7463,"+","TNFRSF14"
"chr15",66161797,66184329,22533,"+","RAB11A"
"chr8",90769975,90803292,33318,"+","RIPK2"
"chr20",62327131,62330051,2921,"+","TNFRSF6B"
"chr11",70049269,70053508,4240,"+","FADD"
"chr15",42787504,42825259,37756,"+","SNAP23"
"chr18",10525873,10552766,26894,"+","NAPG"
"chr19",47990891,48018515,27625,"-","NAPA"
"chrX",149861435,149933575,72141,"+","MTMR1"
"chr13",101182418,101241046,58629,"-","GGACT"
"chr9",13105703,13279563,173861,"-","MPDZ"
"chr19",52114756,52133727,18972,"-","SIGLEC5"
"chr18",21032787,21063099,30313,"+","RIOK3"
"chr1",1138888,1142089,3202,"-","TNFRSF18"
"chr20",43922087,43937169,15083,"-","MATN4"
"chr16",318310,325914,7605,"-","RGS11"
"chr17",63133456,63223821,90366,"+","RGS9"
"chr14",101193202,101201467,8266,"+","DLK1"
"chr9",97321003,97356075,35073,"-","FBP2"
"chr1",74663896,74674148,10253,"+","FPGT"
"chr18",59992520,60054943,62424,"+","TNFRSF11A"
"chr8",22993101,23021543,28443,"-","TNFRSF10D"
"chr8",22960327,22974950,14624,"+","TNFRSF10C"
"chr8",22877648,22926700,49053,"-","TNFRSF10B"
"chr13",78109809,78219398,109590,"+","SCEL"
"chr8",23048970,23082680,33711,"-","TNFRSF10A"
"chr12",4671370,4723041,51672,"+","DYRK4"
"chr1",145516165,145523732,7568,"+","PEX11B"
"chr1",236849770,236927558,77789,"+","ACTN2"
"chr15",90224762,90234015,9254,"-","PEX11A"
"chr3",67410884,67705038,294155,"-","SUCLG2"
"chr2",84650647,84686586,35940,"-","SUCLG1"
"chr13",48516791,48612125,95335,"-","SUCLA2"
"chr1",167510251,167523056,12806,"-","CREG1"
"chr7",138145079,138270332,125254,"+","TRIM24"
"chr2",103035254,103069024,33771,"+","IL18RAP"
"chr2",102803433,102855811,52379,"+","IL1RL2"
"chr2",102927962,103015217,87256,"+","IL18R1"
"chr9",36169389,36171331,1943,"+","CCIN"
"chr17",74070892,74073573,2682,"+","GALR2"
"chr14",99947739,99977852,30114,"+","CCNK"
"chr20",49551405,49575060,23656,"-","DPM1"
"chr14",50796720,50883179,86460,"-","CDKL1"
"chr11",65769550,65771617,2068,"+","BANF1"
"chr14",69517637,69619914,102278,"-","DCAF5"
"chr5",170846667,170884630,37964,"+","FGF18"
"chr9",130697374,130700763,3390,"-","DPM2"
"chr4",174292093,174298683,6591,"+","SAP30"
"chr3",57231944,57234280,2337,"-","HESX1"
"chr4",142949182,143767604,818423,"-","INPP4B"
"chr8",21900428,21906319,5892,"+","FGF17"
"chrX",76709647,76712013,2367,"+","FGF16"
"chr16",66968347,66978994,10648,"+","CES2"
"chr12",81191171,81331694,140524,"-","LIN7A"
"chr15",90931473,91045475,114003,"+","IQGAP1"
"chr2",206547224,206662857,115634,"+","NRP2"
"chr10",33466419,33624006,157588,"-","NRP1"
"chr9",131595392,131644354,48963,"-","KYAT1"
"chr1",160510884,160549306,38423,"-","CD84"
"chr3",155588325,155655520,67196,"+","GMPS"
"chr17",21101263,21117908,16646,"-","TMEM11"
"chr12",93963598,93970521,6924,"+","SOCS2"
"chr8",63927639,63951610,23972,"-","GGH"
"chr2",201980877,202037411,56535,"+","CFLAR"
"chr6",112375278,112390887,15610,"+","WISP3"
"chr20",43343885,43356452,12568,"+","WISP2"
"chr8",134203282,134243932,40651,"+","WISP1"
"chr5",141000443,141016423,15981,"-","HDAC3"
"chr4",15969849,16085623,115775,"-","PROM1"
"chr12",123199303,123201439,2137,"-","HCAR3"
"chr17",25799036,25950718,151683,"+","KSR1"
"chr12",110436991,110477235,40245,"+","ANKRD13A"
"chr14",78138749,78174356,35608,"-","ALKBH1"
"chr13",50556688,50699677,142990,"-","DLEU2"
"chr13",45006279,45150701,144423,"-","TSC22D1"
"chr3",42299318,42307662,8345,"-","CCK"
"chr3",20081524,20195896,114373,"+","KAT2B"
"chr17",30814105,30818271,4167,"+","CDK5R1"
"chrX",49955411,49965664,10254,"-","AKAP4"
"chr2",9346894,9545812,198919,"+","ASAP2"
"chr15",58245622,58571462,325841,"-","ALDH1A2"
"chr3",119499331,119537332,38002,"+","NR1I2"
"chr19",40353963,40440533,86571,"-","FCGBP"
"chr13",113812968,113826698,13731,"+","PROZ"
"chr4",26483018,26492042,9025,"-","CCKAR"
"chr10",103867325,103880210,12886,"-","LDB1"
"chrX",128779236,128788933,9698,"-","APLN"
"chr1",7844380,7905237,60858,"+","PER3"
"chr2",239152679,239198743,46065,"-","PER2"
"chr21",34001069,34100351,99283,"-","SYNJ1"
"chr2",86066271,86116157,49887,"-","ST3GAL5"
"chr11",6280904,6293357,12454,"+","CCKBR"
"chr6",158402888,158520207,117320,"+","SYNJ2"
"chr10",12237961,12292589,54629,"+","CDC123"
"chr13",111767624,111958081,190458,"+","ARHGEF7"
"chr6",42989385,42997337,7953,"+","RRP36"
"chr6",133065009,133084598,19590,"-","VNN2"
"chr6",133001997,133035194,33198,"-","VNN1"
"chr17",74372742,74383941,11200,"+","SPHK1"
"chr5",179233388,179265077,31690,"+","SQSTM1"
"chr10",72575704,72640932,65229,"+","SGPL1"
"chr1",78412167,78444777,32611,"-","FUBP1"
"chr13",115000362,115038150,37789,"+","CDC16"
"chr11",116649276,116658739,9464,"-","ZPR1"
"chr16",66836781,66864879,28099,"-","NAE1"
"chr2",27422455,27435175,12721,"-","SLC5A6"
"chr2",118572255,118589953,17699,"+","DDX18"
"chr7",27778992,27869386,90395,"+","TAX1BP1"
"chr21",47655048,47705236,50189,"-","MCM3AP"
"chr7",91828283,91875414,47132,"-","KRIT1"
"chr2",27587219,27593324,6106,"-","EIF2B4"
"chr1",45316194,45452394,136201,"-","EIF2B3"
"chr14",75469612,75476294,6683,"+","EIF2B2"
"chr3",183852810,183863099,10290,"+","EIF2B5"
"chr20",32676115,32700085,23971,"-","EIF2S2"
"chr8",87526656,87573726,47071,"+","CPNE3"
"chr7",99006592,99017239,10648,"+","BUD31"
"chr22",30279158,30426857,147700,"+","MTMR3"
"chr11",95566044,95657371,91328,"-","MTMR2"
"chr6",4021569,4065217,43649,"+","PRPF4B"
"chr11",66313866,66330799,16934,"+","ACTN3"
"chr4",122737599,122745088,7490,"-","CCNA2"
"chr13",37005657,37017019,11363,"+","CCNA1"
"chr20",34213953,34262539,48587,"-","CPNE1"
"chrX",15843929,15873137,29209,"-","AP1S2"
"chr14",24028777,24037279,8503,"-","AP1G2"
"chr19",16308665,16346156,37492,"+","AP1M1"
"chrX",2746863,2800861,53999,"+","GYG2"
"chr12",48103518,48119355,15838,"-","ENDOU"
"chr5",68462837,68474070,11234,"+","CCNB1"
"chr7",94214536,94285521,70986,"-","SGCE"
"chr22",39966758,40085740,118983,"+","CACNA1I"
"chr16",1203241,1271772,68532,"+","CACNA1H"
"chr7",99488030,99517223,29194,"-","TRIM4"
"chr17",48638429,48704832,66404,"+","CACNA1G"
"chr12",56810157,56843200,33044,"-","TIMELESS"
"chr1",85731460,85742587,11128,"-","BCL10"
"chr4",89513574,89629693,116120,"+","HERC3"
"chr6",99990263,100016690,26428,"-","CCNC"
"chr15",28356183,28567298,211116,"-","HERC2"
"chr15",63900817,64126147,225331,"-","HERC1"
"chr15",25200070,25244225,44156,"+","SNURF"
"chr3",49591922,49708982,117061,"+","BSN"
"chr8",145699115,145701718,2604,"-","FOXH1"
"chr4",41746099,41750987,4889,"-","PHOX2B"
"chr3",129149787,129159022,9236,"-","MBD4"
"chr18",51677971,51751158,73188,"-","MBD2"
"chrX",134166333,134167575,1243,"+","FAM127A"
"chr1",205737114,205744610,7497,"-","RAB29"
"chr7",26706688,27034858,328171,"-","SKAP2"
"chr6",110421022,110501207,80186,"-","WASF1"
"chr16",1383606,1399442,15837,"+","BAIAP3"
"chr9",133454960,133513739,58780,"+","FUBP3"
"chr12",4382902,4414522,31621,"+","CCND2"
"chr22",22311403,22337187,25785,"-","TOP3B"
"chr2",219824350,219826877,2528,"+","CDK5R2"
"chr2",143635195,143799885,164691,"+","KYNU"
"chr19",2100987,2151556,50570,"-","AP3D1"
"chr4",152024979,152025043,65,"+","SNORD73A"
"chr10",103113790,103317078,203289,"+","BTRC"
"chr6",41902671,42016610,113940,"-","CCND3"
"chr6",26250370,26250835,466,"-","HIST1H3F"
"chr6",27100817,27101314,498,"+","HIST1H2AG"
"chr6",27100095,27100575,481,"-","HIST1H2BJ"
"chr3",129033614,129035120,1507,"-","H1FX"
"chr7",141695679,141806547,110869,"+","MGAM"
"chr8",42607780,42623929,16150,"-","CHRNA6"
"chr5",131528304,131563556,35253,"-","P4HA2"
"chr3",179370933,179507189,136257,"+","USP13"
"chr6",80513304,80580137,66834,"-","LINC01621"
"chr7",123321997,123389116,67120,"-","WASL"
"chr21",43892597,43916401,23805,"-","RSPH1"
"chr21",43483068,43563105,80038,"+","UMODL1"
"chr18",61223393,61234244,10852,"+","SERPINB12"
"chr18",61370085,61393666,23582,"+","SERPINB11"
"chr1",228194723,228248972,54250,"+","WNT3A"
"chr22",26846849,26879829,32981,"-","HPS4"
"chr3",197687071,197770591,83521,"+","LMLN"
"chr19",51913275,51921057,7783,"-","SIGLEC10"
"chr11",65808236,65816651,8416,"-","GAL3ST3"
"chr12",78225069,78606790,381722,"+","NAV3"
"chr1",201617450,201796102,178653,"+","NAV1"
"chr11",19372271,20143147,770877,"+","NAV2"
"chr19",30302901,30315215,12315,"+","CCNE1"
"chrX",49126306,49144555,18250,"+","PPP1R3F"
"chr6",39266777,39282237,15461,"-","KCNK17"
"chr15",30653443,30685864,32422,"-","CHRFAM7A"
"chr15",30916697,30977810,61114,"+","ARHGAP11B"
"chr6",43395292,43418163,22872,"+","ABCC10"
"chr9",95709601,95798518,88918,"+","FGD3"
"chr5",141018869,141030986,12118,"-","FCHSD1"
"chr11",72525451,72554717,29267,"+","ATG16L2"
"chr7",100849258,100861011,11754,"-","PLOD3"
"chr9",129089123,129269320,180198,"+","MVB12B"
"chr3",183205319,183273499,68181,"-","KLHL6"
"chr19",51994613,52005043,10431,"-","SIGLEC12"
"chr11",64126625,64139687,13063,"+","RPS6KA4"
"chr1",177897489,178007142,109654,"-","SEC16B"
"chr12",18836110,18890993,54884,"-","PLCZ1"
"chr4",77227179,77232283,5105,"+","STBD1"
"chr1",154293592,154297801,4210,"+","AQP10"
"chr14",37147126,37641865,494740,"-","SLC25A21"
"chr3",119421869,119485949,64081,"+","MAATS1"
"chr5",53751431,53752214,784,"+","HSPB3"
"chr9",6328349,6331900,3552,"+","TPD52L3"
"chr7",142759381,142760882,1502,"-","OR6W1P"
"chr1",180199433,180244188,44756,"+","LHX4"
"chrX",150884508,150891664,7157,"+","FATE1"
"chr1",159921282,159924044,2763,"-","SLAMF9"
"chr19",55987699,55995854,8156,"+","ZNF628"
"chr8",72933486,72987819,54334,"-","TRPA1"
"chr13",41701709,41706936,5228,"-","KBTBD6"
"chr9",131395940,131419129,23190,"-","WDR34"
"chr12",112369087,112451023,81937,"-","TMEM116"
"chr16",2479395,2508859,29465,"+","CCNF"
"chr1",151336778,151345210,8433,"-","SELENBP1"
"chr12",109915428,109974510,59083,"+","UBE3B"
"chr5",172410763,172461900,51138,"+","ATP6V0E1"
"chr16",15528325,15682116,153792,"+","C16orf45"
"chr19",46522412,46526556,4145,"-","PGLYRP1"
"chr14",73704205,73741347,37143,"+","PAPLN"
"chr3",45636323,45722755,86433,"+","LIMD1"
"chr16",718083,724174,6092,"+","RHOT2"
"chr11",134201768,134248235,46468,"+","GLB1L2"
"chr1",173010360,173020103,9744,"-","TNFSF18"
"chr6",43008515,43042833,34319,"+","KLC4"
"chr9",139956579,139965028,8450,"-","SAPCD2"
"chr16",67204400,67209640,5241,"+","NOL3"
"chr3",123752542,124440036,687495,"+","KALRN"
"chr16",57220241,57272947,52707,"+","RSPRY1"
"chr15",35663170,35838404,175235,"-","DPH6"
"chr4",76501704,76555721,54018,"-","CDKL2"
"chr8",18027971,18081198,53228,"+","NAT1"
"chr2",158592958,158732374,139417,"-","ACVR1"
"chr5",162864577,162875205,10629,"+","CCNG1"
"chr19",1248552,1259142,10591,"+","MIDN"
"chr17",39878891,39890898,12008,"-","HAP1"
"chr19",55043909,55055195,11287,"+","KIR3DX1"
"chr11",1848709,1858750,10042,"+","SYT8"
"chr19",16999826,17002830,3005,"+","F2RL3"
"chr4",102268934,102270040,1107,"+","FLJ20021"
"chr6",83602186,83775545,173360,"-","UBE3D"
"chr14",94385240,94395954,10715,"+","FAM181A"
"chrX",48910961,48927510,16550,"+","CCDC120"
"chr12",55024623,55028663,4041,"-","LACRT"
"chr19",35417807,35436076,18270,"+","ZNF30"
"chr4",78078357,78091213,12857,"+","CCNG2"
"chr3",111451327,111695364,244038,"+","PHLDB2"
"chr3",183948317,183960117,11801,"+","VWA5B2"
"chr9",139006427,139010731,4305,"-","C9orf69"
"chrX",54466853,54471731,4879,"+","TSR2"
"chr16",84211453,84220676,9224,"-","TAF1C"
"chr2",163227917,163695257,467341,"-","KCNH7"
"chr14",105714879,105717430,2552,"+","BTBD6"
"chr11",44785976,44953977,168002,"+","TSPAN18"
"chr2",9983571,10074545,90975,"+","TAF1B"
"chr14",90263469,90421089,157621,"-","EFCAB11"
"chr1",222731244,222763275,32032,"-","TAF1A"
"chrX",129473928,129507335,33408,"+","SLC25A14"
"chrX",131760038,132095423,335386,"-","HS6ST2"
"chrX",131211021,131262050,51030,"-","FRMD7"
"chr20",39988606,39995498,6893,"-","EMILIN3"
"chr1",167691187,167761156,69970,"+","MPZL1"
"chr20",43990577,44005442,14866,"+","SYS1"
"chr20",44179791,44207965,28175,"-","WFDC8"
"chr5",86687311,86708850,21540,"-","CCNH"
"chr17",43340488,43394414,53927,"-","MAP3K14"
"chr20",44462470,44471914,9445,"+","SNX21"
"chr20",44509848,44513905,4058,"+","ZSWIM1"
"chr17",76352859,76356158,3300,"-","SOCS3"
"chr9",139889060,139891024,1965,"-","CLIC3"
"chr3",48599151,48601201,2051,"-","UCN2"
"chr10",90965694,90967071,1378,"-","CH25H"
"chr1",11979645,11986485,6841,"-","KIAA2013"
"chr19",58193337,58201169,7833,"+","ZNF551"
"chr11",1411129,1483919,72791,"+","BRSK2"
"chr3",128226678,128229429,2752,"+","LOC90246"
"chr5",176237560,176307899,70340,"+","UNC5A"
"chr6",37321748,37362514,40767,"+","RNF8"
"chr12",123319295,123347507,28213,"+","HIP1R"
"chr5",14664783,14699842,35060,"+","OTULIN"
"chr2",73867850,73869537,1688,"-","NAT8"
"chr10",102133333,102148116,14784,"+","OLMALINC"
"chr19",42055886,42093197,37312,"+","CEACAM21"
"chr16",725706,728267,2562,"+","RHBDL1"
"chr3",129120164,129147494,27331,"-","EFCAB12"
"chrX",117031776,117251303,219528,"-","KLHL13"
"chr7",72854728,72936615,81888,"-","BAZ1B"
"chr17",27895739,27900175,4437,"+","TP53I13"
"chrX",89176940,89177882,943,"+","TGIF2LX"
"chr19",52617653,52643191,25539,"-","ZNF616"
"chr17",4675187,4686506,11320,"+","TM4SF5"
"chr19",52772824,52795977,23154,"+","ZNF766"
"chr19",41816094,41830788,14695,"+","CCDC97"
"chr1",6684925,6695646,10722,"+","THAP3"
"chr10",102047903,102090243,42341,"-","PKD2L1"
"chr19",45715879,45737469,21591,"-","EXOC3L2"
"chr19",53341785,53360902,19118,"-","ZNF468"
"chr19",53569867,53606687,36821,"-","ZNF160"
"chr3",46448721,46451014,2294,"+","CCRL2"
"chr2",97308574,97370624,62051,"+","FER1L5"
"chr19",51600863,51611647,10785,"-","CTU1"
"chr5",102594442,102614361,19920,"+","C5orf30"
"chr8",58907113,59062277,155165,"+","FAM110B"
"chr5",9035138,9546233,511096,"-","SEMA5A"
"chr19",14199229,14201232,2004,"-","SAMD1"
"chr19",14063319,14072256,8938,"+","DCAF15"
"chr6",132909731,132910877,1147,"-","TAAR5"
"chr15",90118818,90171253,52436,"+","TICRR"
"chr3",69103881,69129524,25644,"-","UBA3"
"chr8",118532965,118552501,19537,"+","MED30"
"chr12",49082241,49110781,28541,"-","CCNT1"
"chr19",59067079,59070343,3265,"-","UBE2M"
"chr3",185207389,185216845,9457,"-","TMEM41A"
"chr17",26655351,26662515,7165,"-","IFT20"
"chr2",47129009,47168994,39986,"-","MCFD2"
"chr15",40823538,40857252,33715,"-","C15orf57"
"chr15",40674922,40686489,11568,"+","KNSTRN"
"chr2",46738986,46747096,8111,"-","ATP6V1E2"
"chr15",40380091,40401085,20995,"-","BMF"
"chr17",49039535,49198226,158692,"-","SPAG9"
"chr10",93683736,93790080,106345,"+","BTAF1"
"chr5",16451628,16465894,14267,"-","ZNF622"
"chr3",40498783,40503863,5081,"+","RPL14"
"chr8",8860314,8890849,30536,"+","ERI1"
"chr8",21563902,21771205,207304,"-","DOK2"
"chr1",156776035,156786640,10606,"-","SH2D2A"
"chr1",44398992,44402912,3921,"+","ARTN"
"chr19",13064970,13068068,3099,"-","GADD45GIP1"
"chr19",57174020,57183123,9104,"-","ZNF835"
"chr12",107349544,107367813,18270,"+","TMEM263"
"chr11",67250505,67258579,8075,"+","AIP"
"chr2",95421071,95426929,5859,"-","FAM95A"
"chr2",135676392,135716915,40524,"+","CCNT2"
"chr18",43563502,43652250,88749,"-","PSTPIP2"
"chr17",45908993,45915079,6087,"+","LRRC46"
"chr17",45915047,45918699,3653,"-","SCRN2"
"chr15",77287021,77329671,42651,"+","PSTPIP1"
"chr12",13043956,13066600,22645,"+","GPRC5A"
"chr19",38794200,38806606,12407,"-","YIF1B"
"chr6",53883714,54131078,247365,"+","MLIP"
"chr15",45459412,45493373,33962,"-","SHF"
"chr15",45409564,45422075,12512,"-","DUOXA1"
"chr1",24683489,24741587,58099,"-","STPG1"
"chr6",136663419,136871957,208539,"-","MAP7"
"chr20",34256610,34287287,30678,"-","NFS1"
"chr15",91509268,91537881,28614,"-","PRC1"
"chr10",74451889,74647452,195564,"+","MCU"
"chr2",132285407,132291239,5833,"+","CCDC74A"
"chr14",23242432,23289020,46589,"-","SLC7A7"
"chr16",68298419,68335726,37308,"+","SLC7A6"
"chr19",12490003,12512088,22086,"-","ZNF799"
"chr17",26800664,26824798,24135,"+","SLC13A2"
"chr19",11039424,11040916,1493,"+","C19orf52"
"chr17",41019162,41021234,2073,"+","AOC4P"
"chr19",12250995,12267546,16552,"-","ZNF625"
"chr19",12035883,12061588,25706,"+","ZNF700"
"chr19",11959579,11980306,20728,"+","ZNF439"
"chr10",89419476,89507462,87987,"+","PAPSS2"
"chr4",108534822,108641419,106598,"-","PAPSS1"
"chr5",130506641,130541119,34479,"+","LYRM7"
"chr13",33677272,34250932,573661,"-","STARD13"
"chr18",44390023,44500123,110101,"-","PIAS2"
"chr6",166337536,166401527,63992,"-","LINC00473"
"chr13",32974860,33002315,27456,"-","N4BP2L1"
"chr7",1192543,1199855,7313,"-","ZFAND2A"
"chr7",1004486,1015235,10750,"-","COX19"
"chr1",27681670,27693337,11668,"-","MAP3K6"
"chr19",20278023,20311299,33277,"+","ZNF486"
"chrY",3447126,3448082,957,"+","TGIF2LY"
"chr11",61281188,61348344,67157,"-","SYT7"
"chrY",6778727,6959724,180998,"+","TBL1Y"
"chr14",24521206,24538937,17732,"+","CARMIL3"
"chr14",23765130,23772057,6928,"-","PPP1R3E"
"chr9",130213765,130265780,52016,"+","LRSAM1"
"chr1",178818670,178840215,21546,"-","ANGPTL1"
"chr7",90013035,90045268,32234,"+","CLDN12"
"chr7",23636998,23684327,47330,"+","CCDC126"
"chr8",37963011,37997598,34588,"+","ASH2L"
"chr18",56807125,56826063,18939,"+","SEC11C"
"chr13",96085853,96232010,146158,"+","CLDN10"
"chr21",31586324,31588469,2146,"-","CLDN8"
"chrX",55169535,55187628,18094,"-","FAM104B"
"chrX",55246791,55250541,3751,"+","PAGE5"
"chr16",3064713,3068188,3476,"-","CLDN6"
"chrX",106143394,106174091,30698,"+","CLDN2"
"chr3",190023490,190040235,16746,"-","CLDN1"
"chr4",183060159,183065668,5510,"-","LOC90768"
"chr1",68511645,68516481,4837,"-","DIRAS3"
"chr1",154929502,154934258,4757,"-","PYGO2"
"chr2",86247339,86250991,3653,"-","LOC90784"
"chr4",16503165,16900424,397260,"-","LDB2"
"chr17",62503158,62534062,30905,"+","CEP95"
"chr7",56119378,56131682,12305,"+","CCT6A"
"chr16",3062457,3064506,2050,"+","CLDN9"
"chr1",213165524,213189168,23645,"-","ANGEL2"
"chr14",20926012,20929637,3626,"-","TMEM55B"
"chrY",24636544,24660784,24241,"+","PRY"
"chr4",148559534,148605280,45747,"-","PRMT9"
"chr7",57187326,57207571,20246,"-","ZNF479"
"chr16",30768744,30773565,4822,"-","CCDC189"
"chrX",102507923,102510121,2199,"-","TCEAL8"
"chr16",2047653,2059822,12170,"-","ZNF598"
"chr1",32256025,32281580,25556,"-","SPOCD1"
"chrY",22737611,22755040,17430,"+","EIF1AY"
"chr16",1728278,1752073,23796,"+","HN1L"
"chr16",1826713,1832581,5869,"-","SPSB3"
"chr9",6215786,6257983,42198,"+","IL33"
"chrY",15815447,15817902,2456,"+","TMSB4Y"
"chr9",7796491,7799799,3309,"-","TMEM261"
"chr1",120162000,120190390,28391,"-","ZNF697"
"chr16",3022792,3030540,7749,"-","PKMYT1"
"chr1",158223927,158228058,4132,"+","CD1A"
"chr16",617032,634136,17105,"+","PIGQ"
"chr11",65729160,65747607,18448,"+","SART1"
"chr16",4475806,4506775,30970,"+","DNAJA3"
"chr5",180650263,180662808,12546,"+","TRIM41"
"chr17",26873725,26879646,5922,"-","UNC119"
"chr1",168195255,168283664,88410,"+","TBX19"
"chr11",124622026,124632223,10198,"-","ESAM"
"chr7",140372953,140395745,22793,"+","ADCK2"
"chr2",39024876,39103021,78146,"-","DHX57"
"chr6",85397079,85473954,76876,"-","TBX18"
"chr18",158483,213739,55257,"+","USP14"
"chr17",5019733,5078324,58592,"+","USP6"
"chr8",145946294,145980970,34677,"-","ZNF251"
"chr11",119225925,119252436,26512,"-","USP2"
"chr8",145691738,145699499,7762,"+","KIFC2"
"chr11",46299228,46342972,43745,"+","CREB3L1"
"chr12",52345451,52390863,45413,"+","ACVR1B"
"chr1",158297740,158301321,3582,"-","CD1B"
"chr16",84733555,84813527,79973,"+","USP10"
"chr15",50716579,50793277,76699,"+","USP8"
"chr12",50031724,50101197,69474,"-","FMNL3"
"chr12",50523581,50561097,37517,"-","CERS5"
"chr1",161551129,161571010,19882,"+","FCGR2C"
"chr19",4675244,4723855,48612,"-","DPP9"
"chrX",46937775,46952712,14938,"+","RGN"
"chr4",24807739,24981826,174088,"-","CCDC149"
"chr11",65541369,65548062,6694,"-","AP5B1"
"chr11",27360061,27384795,24735,"-","CCDC34"
"chr13",25802307,25861704,59398,"-","MTMR6"
"chr10",37414785,37521495,106711,"+","ANKRD30A"
"chr8",17154306,17271040,116735,"-","MTMR7"
"chr1",158259563,158264564,5002,"+","CD1C"
"chr17",56566893,56595251,28359,"-","MTMR4"
"chr17",73870245,73874656,4412,"-","TRIM47"
"chr2",152126982,152146430,19449,"-","NMI"
"chr14",105886186,105937057,50872,"+","MTA1"
"chr19",20115227,20150277,35051,"-","ZNF682"
"chr6",149979289,150039392,60104,"-","LATS1"
"chr18",5954705,6414910,460206,"-","L3MBTL4"
"chr5",110073862,110098484,24623,"+","SLC25A46"
"chr16",67471917,67515089,43173,"-","ATP6V0D1"
"chr8",94767072,94830347,63276,"+","TMEM67"
"chr2",173587918,173600934,13017,"-","RAPGEF4-AS1"
"chr16",3348808,3355439,6632,"-","TIGD7"
"chr1",201159953,201198080,38128,"+","IGFN1"
"chr3",42589459,42642572,53114,"-","SEC22C"
"chr22",20778874,20792146,13273,"-","SCARF2"
"chr10",105036920,105050108,13189,"+","INA"
"chr1",153965168,154127592,162425,"-","NUP210L"
"chr12",52817854,52828110,10257,"-","KRT75"
"chr1",158149737,158156216,6480,"+","CD1D"
"chr17",66263167,66287405,24239,"-","SLC16A6"
"chr17",73083822,73102255,18434,"+","SLC16A5"
"chr1",110905473,110933704,28232,"-","SLC16A4"
"chr22",22988782,22990368,1587,"+","GGTLC2"
"chr17",80186282,80197375,11094,"+","SLC16A3"
"chr10",96997325,97050905,53581,"-","PDLIM1"
"chr2",219433303,219461158,27856,"+","CNOT9"
"chr11",47377001,47438051,61051,"+","SLC39A13"
"chr10",112327449,112364392,36944,"+","SMC3"
"chr22",21369442,21382302,12861,"+","P2RX6"
"chr5",173034148,173043666,9519,"-","BOD1"
"chr9",116037914,116055185,17272,"+","PRPF4"
"chr9",103189495,103214016,24522,"+","MSANTD3"
"chr22",50941376,50946135,4760,"-","LMF2"
"chr1",150293928,150325704,31777,"+","PRPF3"
"chr12",88429268,88443937,14670,"+","C12orf29"
"chr1",158323254,158327343,4090,"+","CD1E"
"chrX",153672473,153679002,6530,"+","FAM50A"
"chr19",896503,913225,16723,"-","R3HDM4"
"chr19",1009650,1021141,11492,"-","TMEM259"
"chrX",129263338,129299861,36524,"-","AIFM1"
"chr22",23980675,24059610,78936,"-","GUSBP11"
"chr22",24176690,24181315,4626,"-","DERL3"
